File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF935TNW	tsv	differential expression quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1, 2							ENCFF057UVW, ENCFF074PYI, ENCFF639KOJ, ENCFF819IWF	4304676	Brenton Graveley, UConn	3a9100a6d55176b3b8f99ad9a4ac696a		https://www.encodeproject.org/files/ENCFF935TNW/@@download/ENCFF935TNW.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF174YMP	tsv	differential expression quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1, 2							ENCFF057UVW, ENCFF074PYI, ENCFF639KOJ, ENCFF819IWF	2885850	Brenton Graveley, UConn	4a33d78720c0250c5d3259633f3fae3e		https://www.encodeproject.org/files/ENCFF174YMP/@@download/ENCFF174YMP.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF226VRJ	fastq	reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1	100		paired-ended	1	ENCFF828KDR		2335605352	Brenton Graveley, UConn	4c16a529a84200ae9bb05f9822165409		https://www.encodeproject.org/files/ENCFF226VRJ/@@download/ENCFF226VRJ.fastq.gz			Illumina HiSeq 2500	/files/ENCFF683KQQ/, /files/ENCFF784BBJ/	released			experiment not submitted to GEO		
ENCFF887NBC	fastq	reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1	100		paired-ended	1	ENCFF732QPC		1464086911	Brenton Graveley, UConn	4afa8b3e541e805689cf47eee82640dc		https://www.encodeproject.org/files/ENCFF887NBC/@@download/ENCFF887NBC.fastq.gz			Illumina HiSeq 2500	/files/ENCFF683KQQ/, /files/ENCFF784BBJ/	released			experiment not submitted to GEO		
ENCFF828KDR	fastq	reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1	100		paired-ended	2	ENCFF226VRJ		2280382414	Brenton Graveley, UConn	0ebca77b46da01dcdfa68f83bcb9ea9c		https://www.encodeproject.org/files/ENCFF828KDR/@@download/ENCFF828KDR.fastq.gz			Illumina HiSeq 2500	/files/ENCFF224AVH/, /files/ENCFF559ZHD/	released			experiment not submitted to GEO		
ENCFF732QPC	fastq	reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1	100		paired-ended	2	ENCFF887NBC		1432221051	Brenton Graveley, UConn	8724c788bfb4606614dd8a844b6e5b3b		https://www.encodeproject.org/files/ENCFF732QPC/@@download/ENCFF732QPC.fastq.gz			Illumina HiSeq 2500	/files/ENCFF224AVH/, /files/ENCFF559ZHD/	released			experiment not submitted to GEO		
ENCFF265NOS	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1						ENCFF732QPC, ENCFF887NBC	1920863975	Brenton Graveley, UConn	fa7fe7949c178398afaa9255a1065ead		https://www.encodeproject.org/files/ENCFF265NOS/@@download/ENCFF265NOS.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF046DBY	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1						ENCFF644TFQ	68251948	Brenton Graveley, UConn	1816cf97f83bb108fb9dd8792456c156		https://www.encodeproject.org/files/ENCFF046DBY/@@download/ENCFF046DBY.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF644TFQ	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1						ENCFF226VRJ, ENCFF828KDR	2984872311	Brenton Graveley, UConn	6c3c67853a57abdc76abbe8301160ac4		https://www.encodeproject.org/files/ENCFF644TFQ/@@download/ENCFF644TFQ.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF214EBA	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1						ENCFF265NOS	50497129	Brenton Graveley, UConn	9e631c6a69bd745ef092402e4f6053a3		https://www.encodeproject.org/files/ENCFF214EBA/@@download/ENCFF214EBA.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF164UBR	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1						ENCFF644TFQ	62976144	Brenton Graveley, UConn	da52f472bcc58eedcfc59f825759aee9		https://www.encodeproject.org/files/ENCFF164UBR/@@download/ENCFF164UBR.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF665RPB	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1						ENCFF265NOS	46897666	Brenton Graveley, UConn	a227828ebb0b60ff3e3c8c406d5b80b2		https://www.encodeproject.org/files/ENCFF665RPB/@@download/ENCFF665RPB.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF960GVO	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1						ENCFF644TFQ	69093886	Brenton Graveley, UConn	5b3e1d1fc73c949c9a829531b21cf28e		https://www.encodeproject.org/files/ENCFF960GVO/@@download/ENCFF960GVO.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF068EFW	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1						ENCFF265NOS	51051792	Brenton Graveley, UConn	504e9ee4a290545700c2219ce95b8222		https://www.encodeproject.org/files/ENCFF068EFW/@@download/ENCFF068EFW.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF579INI	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1	1						ENCFF644TFQ	64252410	Brenton Graveley, UConn	1208b928367bea41c1d0bdaee64ad565		https://www.encodeproject.org/files/ENCFF579INI/@@download/ENCFF579INI.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF463AUE	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2	1						ENCFF265NOS	47751407	Brenton Graveley, UConn	1fc277a1bda31ae1240bc9698ca78913		https://www.encodeproject.org/files/ENCFF463AUE/@@download/ENCFF463AUE.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF754QFX	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF226VRJ, ENCFF742NER, ENCFF828KDR	3750780409	ENCODE Processing Pipeline	208be2059008e6c8e3d827eacdb4d87e		https://www.encodeproject.org/files/ENCFF754QFX/@@download/ENCFF754QFX.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF740PMW	bam	transcriptome alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF226VRJ, ENCFF742NER, ENCFF828KDR	5385326174	ENCODE Processing Pipeline	cfd8b35a2d6d3578807d3d8837171a96		https://www.encodeproject.org/files/ENCFF740PMW/@@download/ENCFF740PMW.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF205VOJ	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF732QPC, ENCFF742NER, ENCFF887NBC	2411235824	ENCODE Processing Pipeline	54a830f80e71f1ccd1acc4901612071e		https://www.encodeproject.org/files/ENCFF205VOJ/@@download/ENCFF205VOJ.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF317YVP	bam	transcriptome alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF732QPC, ENCFF742NER, ENCFF887NBC	3360624351	ENCODE Processing Pipeline	d48887a19bc36b31b12517d2186daa3f		https://www.encodeproject.org/files/ENCFF317YVP/@@download/ENCFF317YVP.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF591VSF	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF754QFX	69369594	ENCODE Processing Pipeline	00cf350bc0d3949b566c1ef1899a4825		https://www.encodeproject.org/files/ENCFF591VSF/@@download/ENCFF591VSF.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF558UTY	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF754QFX	70863162	ENCODE Processing Pipeline	4c3db19eef62b739e03776fad4a6f5d4		https://www.encodeproject.org/files/ENCFF558UTY/@@download/ENCFF558UTY.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF494IUW	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF754QFX	79375915	ENCODE Processing Pipeline	a5b7bbc2eb30dda9a0fe56b6a4646ec6		https://www.encodeproject.org/files/ENCFF494IUW/@@download/ENCFF494IUW.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF398SOA	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF754QFX	78453047	ENCODE Processing Pipeline	4752710f3130cb4a647e566840f43765		https://www.encodeproject.org/files/ENCFF398SOA/@@download/ENCFF398SOA.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF340TGV	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF205VOJ	52802973	ENCODE Processing Pipeline	14e9814ec5265650e41eb763a5d252ba		https://www.encodeproject.org/files/ENCFF340TGV/@@download/ENCFF340TGV.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF373XJR	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF205VOJ	51785808	ENCODE Processing Pipeline	e7e74938f5c8a7a8f467bee45a45dc47		https://www.encodeproject.org/files/ENCFF373XJR/@@download/ENCFF373XJR.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF695YZL	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF205VOJ	58860870	ENCODE Processing Pipeline	6421409e9e9f4763aa53377d2674c86b		https://www.encodeproject.org/files/ENCFF695YZL/@@download/ENCFF695YZL.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF551UNB	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF205VOJ	58201467	ENCODE Processing Pipeline	d3706fd38ea7332ea8cf8a0ce5ef9c53		https://www.encodeproject.org/files/ENCFF551UNB/@@download/ENCFF551UNB.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF168CVX	tsv	gene quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF740PMW, ENCFF940AZB	9912976	ENCODE Processing Pipeline	e1a9238c5b5f7a2b4950d238dd48bd49		https://www.encodeproject.org/files/ENCFF168CVX/@@download/ENCFF168CVX.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF143BMK	tsv	transcript quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF740PMW, ENCFF940AZB	26591786	ENCODE Processing Pipeline	629101ae6d644843b44ffafbeb2e8b0a		https://www.encodeproject.org/files/ENCFF143BMK/@@download/ENCFF143BMK.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF989USQ	tsv	gene quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF317YVP, ENCFF940AZB	9892913	ENCODE Processing Pipeline	379cac55c127c02cf06e68ae1e4e05fe		https://www.encodeproject.org/files/ENCFF989USQ/@@download/ENCFF989USQ.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF411EAH	tsv	transcript quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF317YVP, ENCFF940AZB	26551935	ENCODE Processing Pipeline	c0c0bcdd95fcc42701d739cb228d753b		https://www.encodeproject.org/files/ENCFF411EAH/@@download/ENCFF411EAH.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF011BLH	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF226VRJ, ENCFF751OWT, ENCFF828KDR	3015538834	ENCODE Processing Pipeline	c897b7f0dee48ea5c378e652e01b7a16		https://www.encodeproject.org/files/ENCFF011BLH/@@download/ENCFF011BLH.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF081ZZA	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF732QPC, ENCFF751OWT, ENCFF887NBC	1947209870	ENCODE Processing Pipeline	4e01739b4cba2569891f15371a3d5ed0		https://www.encodeproject.org/files/ENCFF081ZZA/@@download/ENCFF081ZZA.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF799OTO	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF011BLH	65657510	ENCODE Processing Pipeline	86f6ece02712d3041dccdf6d4aca4fc9		https://www.encodeproject.org/files/ENCFF799OTO/@@download/ENCFF799OTO.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF243NXR	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF011BLH	66946204	ENCODE Processing Pipeline	1141064ddc4cb20074b24a1dda0daf4e		https://www.encodeproject.org/files/ENCFF243NXR/@@download/ENCFF243NXR.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF100FDF	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF011BLH	71283667	ENCODE Processing Pipeline	e310564d5d7b5abbcb90335e5d41afe7		https://www.encodeproject.org/files/ENCFF100FDF/@@download/ENCFF100FDF.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF905JAE	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF081ZZA	49195638	ENCODE Processing Pipeline	3d5febd7701cfe190d18e782ce812335		https://www.encodeproject.org/files/ENCFF905JAE/@@download/ENCFF905JAE.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF111KCP	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF011BLH	70480278	ENCODE Processing Pipeline	08f7a71ef180a39c752da2b8ce7ebfe5		https://www.encodeproject.org/files/ENCFF111KCP/@@download/ENCFF111KCP.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF259LLW	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF081ZZA	52926566	ENCODE Processing Pipeline	66ccc034b7d141207a858b4f48674433		https://www.encodeproject.org/files/ENCFF259LLW/@@download/ENCFF259LLW.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
